
1556705239.8274968,21.7,34.0,4202.0,579.0,27.03,45.38,48.0
1556705242.6016552,21.6,34.0,4202.0,579.0,27.02,45.38,48.0
1556705245.445818,21.6,34.0,4202.0,579.0,27.14,45.36,48.0
1556705248.3049815,21.7,34.0,4202.0,579.0,27.14,45.36,48.0
1556705251.0551388,21.7,34.0,4202.0,579.0,27.0,45.28,48.0
1556705253.9013016,21.7,34.0,4202.0,579.0,27.11,45.38,48.0
1556705256.6734602,21.7,34.0,4202.0,579.0,26.99,45.38,48.0
1556705259.5216231,21.7,34.0,4202.0,579.0,27.11,45.38,48.0
1556705262.3147826,21.7,34.1,4202.0,579.0,27.18,45.36,48.0
1556705265.1569455,21.7,34.0,4278.0,590.0,27.1,45.38,48.0
1556705267.9421046,21.7,34.1,4278.0,590.0,27.05,45.48,48.0
1556705270.8072686,21.7,34.0,4278.0,590.0,27.21,45.36,48.0
1556705273.5444252,21.7,34.1,4278.0,590.0,27.11,45.38,48.0
1556705276.408589,21.7,34.1,4348.0,601.0,27.08,45.38,48.0
1556705279.188748,21.7,34.1,4348.0,601.0,27.13,45.38,48.0
1556705282.0299106,21.7,34.1,4348.0,601.0,26.98,45.48,48.0
1556705284.8130696,21.7,34.1,4348.0,601.0,26.96,45.38,48.0
1556705287.6612325,21.7,34.1,4348.0,601.0,27.18,45.45,48.0
1556705290.447392,21.6,34.0,4348.0,601.0,27.1,45.48,48.0
1556705293.3115556,21.7,34.1,4348.0,601.0,27.13,45.48,48.0
1556705296.0857143,21.7,34.1,4278.0,590.0,27.11,45.48,48.0
1556705298.9308772,21.7,34.1,4348.0,601.0,27.06,45.48,48.0
1556705301.6940353,21.7,34.1,4278.0,590.0,27.03,45.48,48.0
1556705304.539198,21.7,34.2,4278.0,590.0,26.96,45.48,48.0
1556705307.3173568,21.7,34.2,4278.0,590.0,27.08,45.48,48.0
1556705310.1565192,21.7,34.2,4278.0,590.0,27.03,45.48,48.0
1556705312.9956815,21.7,34.2,4278.0,590.0,27.0,45.48,48.0
1556705315.7788405,21.7,34.2,4278.0,590.0,27.13,45.48,48.0
1556705318.619003,21.7,34.2,4348.0,601.0,27.02,45.48,48.0
1556705321.4031625,21.7,34.2,4278.0,590.0,27.05,45.48,48.0
1556705324.2913275,21.7,34.2,4348.0,601.0,27.02,45.48,48.0
1556705327.039485,21.7,34.2,4348.0,601.0,27.02,45.48,48.0
1556705329.8846476,21.7,34.2,4348.0,601.0,27.11,45.48,48.0
1556705332.7018087,21.7,34.2,4348.0,601.0,27.1,45.48,48.0
1556705335.4769673,21.7,34.2,4348.0,601.0,26.96,45.48,48.0
1556705338.3271303,21.7,34.2,4278.0,590.0,27.23,45.45,48.0
1556705341.1052892,21.7,34.2,4348.0,601.0,27.02,45.48,48.0
1556705343.9524522,21.7,34.2,4278.0,590.0,27.08,45.48,48.0
1556705346.7336113,21.7,34.2,4278.0,590.0,27.03,45.57,48.0
1556705349.5727737,21.7,34.2,4278.0,590.0,27.06,45.48,48.0
1556705352.3529327,21.7,34.2,4278.0,590.0,27.17,45.45,48.0
1556705355.1930952,21.7,34.2,4278.0,590.0,27.05,45.48,48.0
1556705357.9872549,21.7,34.2,4278.0,590.0,27.18,45.45,48.0
1556705360.8394182,21.7,34.2,4348.0,601.0,27.11,45.38,48.0
1556705363.806588,21.7,34.2,4348.0,601.0,27.11,45.38,48.0
1556705366.433738,21.7,34.2,4278.0,590.0,27.02,45.48,48.0
1556705369.2588997,21.7,34.2,4348.0,601.0,27.1,45.48,48.0
1556705372.0430589,21.7,34.2,4348.0,601.0,27.05,45.48,48.0
1556705374.8632202,21.7,34.2,4348.0,601.0,27.06,45.48,48.0
1556705377.7133832,21.7,34.2,4348.0,601.0,27.17,45.45,48.0
1556705380.4985425,21.7,34.2,4278.0,590.0,27.17,45.45,48.0
1556705383.3427052,21.7,34.2,4278.0,590.0,27.0,45.48,48.0
1556705386.121864,21.7,34.2,4278.0,590.0,27.0,45.38,48.0
1556705388.9630268,21.7,34.2,4202.0,579.0,26.99,45.48,48.0
1556705391.750186,21.7,34.2,4202.0,579.0,27.13,45.38,48.0
1556705394.598349,21.7,34.2,4278.0,590.0,27.1,45.48,48.0
1556705397.3825083,21.7,34.2,4202.0,579.0,27.13,45.48,48.0
1556705400.2506723,21.7,34.2,4202.0,579.0,27.17,45.36,48.0
1556705403.0068297,21.7,34.2,4072.0,559.0,27.17,45.36,48.0
1556705405.8609934,21.7,34.2,4202.0,579.0,27.15,45.36,48.0
1556705408.6341517,21.7,34.2,4278.0,590.0,27.1,45.38,48.0
1556705411.4823148,21.7,34.2,4202.0,579.0,27.15,45.36,48.0
1556705414.3284774,21.7,34.2,4278.0,590.0,27.13,45.48,48.0
1556705417.0796347,21.7,34.2,4278.0,590.0,27.06,45.48,48.0
1556705419.920797,21.7,34.2,4278.0,590.0,27.13,45.48,48.0
1556705422.7019563,21.7,34.2,4278.0,590.0,27.18,45.45,48.0
1556705425.5481193,21.7,34.2,4278.0,590.0,27.11,45.48,48.0
1556705428.339279,21.7,34.2,4278.0,590.0,27.05,45.48,48.0
1556705431.1534398,21.7,34.2,4278.0,590.0,27.17,45.36,48.0
1556705434.0026028,21.7,34.2,4278.0,590.0,27.0,45.48,48.0
1556705436.781762,21.7,34.2,4278.0,590.0,27.14,45.45,48.0
1556705439.6239243,21.7,34.2,4278.0,590.0,27.15,45.45,48.0
1556705442.4050834,21.7,34.2,4278.0,590.0,27.18,45.45,48.0
1556705445.250246,21.7,34.2,4278.0,590.0,27.15,45.45,48.0
1556705448.0234048,21.7,34.2,4278.0,590.0,27.1,45.48,48.0
1556705450.879568,21.7,34.2,4348.0,601.0,27.15,45.45,48.0
1556705453.6647272,21.7,34.2,4348.0,601.0,27.02,45.57,48.0
1556705456.5088902,21.7,34.2,4348.0,601.0,26.96,45.48,48.0
1556705459.3020499,21.7,34.2,4278.0,590.0,27.11,45.48,48.0
1556705462.1482124,21.7,34.2,4278.0,590.0,27.2,45.45,48.0
1556705464.9143708,21.7,34.2,4278.0,590.0,27.15,45.56,48.0
1556705467.765534,21.7,34.2,4278.0,590.0,27.06,45.57,48.0
1556705470.5406926,21.7,34.2,4278.0,590.0,27.11,45.48,48.0
1556705473.3828552,21.7,34.2,4278.0,590.0,27.17,45.45,48.0
1556705476.178015,21.7,34.2,4278.0,590.0,27.3,45.56,48.0
1556705479.0201776,21.7,34.2,4348.0,601.0,27.18,45.45,48.0
1556705481.823338,21.7,34.2,4348.0,601.0,27.14,45.56,48.0
1556705484.6184978,21.7,34.2,4348.0,601.0,26.98,45.57,48.0
1556705487.4646604,21.7,34.2,4348.0,601.0,27.17,45.56,48.0
1556705490.2658207,21.7,34.2,4348.0,601.0,27.15,45.56,48.0
1556705493.0539804,21.7,34.2,4348.0,601.0,27.3,45.45,48.0
1556705495.9101439,21.7,34.2,4348.0,601.0,27.14,45.56,48.0
