1556693766.7242727,20.2,34.6,400.0,0.0,22.1,55.85,40.0
1556693769.543434,20.2,34.6,400.0,0.0,22.23,55.62,40.0
1556693772.359595,20.2,34.6,400.0,0.0,22.44,55.29,40.0
1556693775.1857567,20.2,34.6,400.0,0.0,22.35,55.12,40.0
1556693778.0149183,20.2,34.6,400.0,0.0,22.66,54.86,40.0
1556693780.8460803,20.2,34.6,400.0,0.0,22.66,54.67,40.0
1556693783.6242392,20.2,34.6,400.0,0.0,22.68,54.47,40.0
1556693786.456401,20.2,34.6,400.0,0.0,22.68,54.27,40.0
1556693789.283563,20.2,34.6,400.0,0.0,22.68,54.17,40.0
1556693792.0607219,20.2,34.6,400.0,0.0,22.97,53.94,14.0
1556693794.8888834,20.2,34.6,400.0,0.0,23.08,53.74,14.0
1556693797.7170453,20.2,34.7,400.0,0.0,23.02,53.64,28.0
1556693800.544207,20.2,34.7,400.0,0.0,23.08,53.34,40.0
1556693803.3193657,20.2,34.7,400.0,0.0,22.99,53.34,40.0
1556693806.1905298,20.2,34.7,400.0,0.0,23.2,53.12,40.0
1556693808.9796894,20.2,34.7,400.0,0.0,23.09,53.14,40.0
1556693811.7568483,20.2,34.8,400.0,0.0,23.05,52.94,40.0
1556693814.5890102,20.1,34.7,400.0,0.0,23.35,52.69,40.0
1556693817.4211721,20.2,34.7,400.0,0.0,23.13,52.62,40.0
1556693820.2223325,20.2,34.7,400.0,0.0,23.49,52.49,40.0
1556693823.0904965,20.2,34.7,400.0,0.0,23.37,52.39,40.0
1556693825.8276532,20.2,34.7,400.0,0.0,23.51,52.29,40.0
1556693828.6648154,20.2,34.7,400.0,0.0,23.53,52.19,40.0
1556693831.4999778,20.2,34.8,400.0,0.0,23.53,52.09,40.0
1556693834.2741363,20.1,34.7,400.0,0.0,23.69,51.97,40.0
1556693837.102298,20.1,34.7,400.0,0.0,23.74,51.87,40.0
1556693839.9324598,20.1,34.7,400.0,0.0,23.56,51.7,40.0
1556693842.7606215,20.1,34.7,400.0,0.0,23.69,51.77,40.0
1556693845.52878,20.1,34.7,400.0,0.0,23.71,51.67,40.0
1556693848.3559415,20.1,34.7,400.0,0.0,23.66,51.57,40.0
1556693851.1831036,20.1,34.7,403.0,0.0,23.88,51.54,40.0
1556693854.010265,20.1,34.7,434.0,5.0,23.86,51.45,40.0
1556693856.7834237,20.1,34.8,416.0,2.0,23.68,51.27,40.0
1556693859.6105855,20.1,34.7,408.0,1.0,23.84,51.35,40.0
1556693862.4387472,20.1,34.8,400.0,0.0,23.68,51.27,40.0
1556693865.2649088,20.1,34.8,400.0,0.0,23.88,51.15,40.0
1556693868.0420678,20.1,34.8,400.0,0.0,23.91,51.25,40.0
1556693870.8702295,20.1,34.8,400.0,0.0,23.95,50.95,40.0
1556693873.6983912,20.1,34.8,406.0,0.0,23.91,50.95,40.0
1556693876.5375535,20.1,34.8,400.0,0.0,23.88,50.95,40.0
